actualprice,amenities,auto_des,bedrooms,booking_amt,city,covAreaUnit,flooring_typ,fur_unfur,house_facing,landmarks,lat,locality,lon,main_charges,no_balconies,parking,possesionby,power_status,property_typ,psnstats,seller_type,sqftprice,tenantsPreference,water_status
17500000,"Wrap Around Balcony,Theme based Architectures,Banquet Hall,Jogging and Strolling Track","5 BHK, Villa is available for Sale in Bidaraguppe, Bangalore for 1.7 Crore(s)",4,500000,Bangalore,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.358029140850041,Bidaraguppe,78.37328224517881,halfyearly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,contracter,8862.0,family,Water Availability 24 Hours Available
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.972837432539412,Devanahalli,78.05802107013447,yearly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,agent,9339.0,bachelors,Water Availability 24 Hours Available
16100000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","5 BHK, Villa is available for Sale in Attibele, Bangalore for 1.6 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,contracter,,bachelors,
27295824,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,owner,,onlygirls,
24606875,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,contracter,,onlygirls,
14000000,"Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 1.4 Crore(s)",4,500000,Bangalore,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.358029140850041,Bidaraguppe,78.37328224517881,quarterly,3,2 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,owner,8862.0,couples,Water Availability 24 Hours Available
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.658945239842666,Devanahalli,77.92049667820842,halfyearly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,agent,9339.0,family,Water Availability 24 Hours Available
12923225,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","3 BHK, Villa is available for Sale in Chandapura Anekal Road, Bangalore for 1.2 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,contracter,,onlygirls,
17351475,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,agent,,onlygirls,
16100000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","5 BHK, Villa is available for Sale in Attibele, Bangalore for 1.6 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,owner,,onlygirls,
37500000,"Banquet Hall,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 3.7 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.648740828735981,Sarjapur Road,78.57615023377197,monthly,3,2 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,agent,8862.0,onlygirls,Water Availability 24 Hours Available
28500000,"Jogging and Strolling Track,Visitor Parking","4 BHK, Villa is available for Sale in Thirupalya, Bangalore for 2.8 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.658945239842666,Thirupalya,77.92049667820842,quarterly,3,2 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,Agent,8862.0,couples,Water Availability 24 Hours Available
29000000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 2.9 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,owner,,onlygirls,
40890234,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 4.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,halfyearly,,1 Covered,,,,,builder,,onlygirls,
12923225,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","3 BHK, Villa is available for Sale in Chandapura Anekal Road, Bangalore for 1.2 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,contracter,,onlyboys,
28000000,Visitor Parking,"4 BHK, Villa is available for Sale in Allalasandra Yelahanka, Bangalore for 2.8 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.648740828735981,Sarjapur Road,78.57615023377197,yearly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,agent,8862.0,bachelors,Water Availability 24 Hours Available
32000000,"Water Front,Private jaccuzi,Outdoor Tennis Courts,Private Garage,Internet/Wi-Fi Connectivity,Visitor Parking,Mansion","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.658945239842666,Thirupalya,77.92049667820842,quarterly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,contracter,8862.0,onlygirls,Water Availability 24 Hours Available
17934525,"Outdoor Tennis Courts,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,contracter,,couples,
21710898,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.1 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,halfyearly,,1 Covered,,,,,agent,,family,
29000000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 2.9 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,builder,,couples,
28764288,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Budigere, Bangalore for 2.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,halfyearly,,1 Covered,,,,,agent,,bachelors,
58400000,Visitor Parking,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.8 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.648740828735981,Sarjapur Road,78.57615023377197,halfyearly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,owner,8862.0,family,Water Availability 24 Hours Available
14800000,"Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","2 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.4 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.658945239842666,Thirupalya,77.92049667820842,yearly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,owner,8862.0,bachelors,Water Availability 24 Hours Available
48000000,"Bar/Lounge,Air Conditioned,Banquet Hall,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,Visitor Parking,Intercom Facility,Conference Room","4 BHK, Villa is available for Sale in Hennur Gardens, Bangalore for 4.8 Crore(s)",4,500000,Bangalore,2768,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic,Normal Tiles/Kotah Stone,Wooden",Unfurnished,East Facing Property,Located in Hennur Main Road Close to ORR Road,13.690727420993591,Hennur Gardens,77.71856772676706,quarterly,2,2 Covered,Dec '24,No/Rare Powercut,Villa,Under Construction,Agent,13994.0,couples,Water Availability 24 Hours Available
24974000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,owner,,onlygirls,
17934525,"Outdoor Tennis Courts,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,agent,,onlyboys,
28240000,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 2.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,contracter,,onlygirls,
26500000,"Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","5 BHK, Residential House is available for Sale in Halanayakanahalli, Bangalore for 2.6 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.658945239842666,Thirupalya,77.92049667820842,halfyearly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,owner,8862.0,onlygirls,Water Availability 24 Hours Available
32500000,Visitor Parking,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.738399851022665,Yelahanka,77.7956085240629,monthly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,Agent,9339.0,bachelors,Water Availability 24 Hours Available
16200000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","3 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.6 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,agent,,couples,
48000000,"Bar/Lounge,Air Conditioned,Banquet Hall,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,Visitor Parking,Intercom Facility,Conference Room","4 BHK, Villa is available for Sale in Hennur Gardens, Bangalore for 4.8 Crore(s)",4,500000,Bangalore,2768,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic,Normal Tiles/Kotah Stone,Wooden",Unfurnished,East Facing Property,Located in Hennur Main Road Close to ORR Road,13.28012502672382,Hennur Gardens,78.37301660221053,yearly,2,2 Covered,Dec '24,No/Rare Powercut,Villa,Under Construction,Agent,13994.0,onlyboys,Water Availability 24 Hours Available
12500000,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","3 BHK, Villa is available for Sale in Kanakapura Road, Bangalore for 1.2 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Open,,,,,owner,,onlyboys,
72150000,"Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","8 BHK, Residential House is available for Sale in Stage 2 Indiranagar, Bangalore for 7.2 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.658945239842666,Thirupalya,77.92049667820842,halfyearly,3,2 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,builder,8862.0,onlyboys,Water Availability 24 Hours Available
55000000,"Theme based Architectures,Air Conditioned,Jogging and Strolling Track,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.5 Crore(s)",4,500000,Bangalore,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.738399851022665,Yelahanka,77.7956085240629,quarterly,1,2 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,agent,9339.0,bachelors,Water Availability 24 Hours Available
24606875,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,builder,,couples,
32500000,Visitor Parking,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.704331452146691,Yelahanka,78.16335963145471,yearly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,Agent,9339.0,bachelors,Water Availability 24 Hours Available
27295824,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,contracter,,onlyboys,
17500000,"Wrap Around Balcony,Theme based Architectures,Banquet Hall,Jogging and Strolling Track","5 BHK, Villa is available for Sale in Bidaraguppe, Bangalore for 1.7 Crore(s)",4,500000,Bangalore,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.565919666455692,Bidaraguppe,77.87240850219945,monthly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,owner,8862.0,onlygirls,Water Availability 24 Hours Available
32000000,"Theme based Architectures,Laundry Service,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,2500,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.60543637315023,Devanahalli,78.0343858106169,quarterly,1,2 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,owner,9339.0,bachelors,Water Availability 24 Hours Available
16100000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","5 BHK, Villa is available for Sale in Attibele, Bangalore for 1.6 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,builder,,onlyboys,
55000000,"Theme based Architectures,Air Conditioned,Jogging and Strolling Track,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.5 Crore(s)",4,500000,Bangalore,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.704331452146691,Yelahanka,78.16335963145471,monthly,1,2 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,agent,9339.0,family,Water Availability 24 Hours Available
17351475,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,owner,,onlygirls,
14000000,"Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 1.4 Crore(s)",4,500000,Bangalore,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.565919666455692,Bidaraguppe,77.87240850219945,monthly,3,2 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,builder,8862.0,onlygirls,Water Availability 24 Hours Available
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.8950198512953,Devanahalli,78.33459874940354,yearly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,builder,9339.0,onlyboys,Water Availability 24 Hours Available
12923225,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","3 BHK, Villa is available for Sale in Chandapura Anekal Road, Bangalore for 1.2 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,builder,,family,
32000000,"Theme based Architectures,Laundry Service,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,2500,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.489440220942319,Devanahalli,78.42449816307916,halfyearly,1,2 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,owner,9339.0,onlygirls,Water Availability 24 Hours Available
40890234,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 4.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,agent,,onlygirls,
21710898,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.1 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,agent,,family,
37500000,"Banquet Hall,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 3.7 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.129075757495217,Sarjapur Road,77.75995482380135,yearly,3,2 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,owner,8862.0,onlygirls,Water Availability 24 Hours Available
28000000,Visitor Parking,"4 BHK, Villa is available for Sale in Allalasandra Yelahanka, Bangalore for 2.8 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.129075757495217,Sarjapur Road,77.75995482380135,yearly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,agent,8862.0,couples,Water Availability 24 Hours Available
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.917625589228795,Devanahalli,78.19608233720729,quarterly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,owner,9339.0,bachelors,Water Availability 24 Hours Available
29000000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 2.9 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,agent,,onlyboys,
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.41519594953546,Devanahalli,77.90722249006681,quarterly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,agent,9339.0,couples,Water Availability 24 Hours Available
24974000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,contracter,,onlygirls,
16200000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","3 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.6 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,builder,,bachelors,
28764288,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Budigere, Bangalore for 2.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,builder,,onlyboys,
58400000,Visitor Parking,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.8 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.129075757495217,Sarjapur Road,77.75995482380135,quarterly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,agent,8862.0,couples,Water Availability 24 Hours Available
28500000,"Jogging and Strolling Track,Visitor Parking","4 BHK, Villa is available for Sale in Thirupalya, Bangalore for 2.8 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.917625589228795,Thirupalya,78.19608233720729,halfyearly,3,2 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,Agent,8862.0,bachelors,Water Availability 24 Hours Available
17934525,"Outdoor Tennis Courts,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,halfyearly,,1 Covered,,,,,builder,,couples,
48000000,"Bar/Lounge,Air Conditioned,Banquet Hall,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,Visitor Parking,Intercom Facility,Conference Room","4 BHK, Villa is available for Sale in Hennur Gardens, Bangalore for 4.8 Crore(s)",4,500000,Bangalore,2768,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic,Normal Tiles/Kotah Stone,Wooden",Unfurnished,East Facing Property,Located in Hennur Main Road Close to ORR Road,13.932731501602046,Hennur Gardens,78.60566915084438,yearly,2,2 Covered,Dec '24,No/Rare Powercut,Villa,Under Construction,Agent,13994.0,onlyboys,Water Availability 24 Hours Available
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.98997175156182,Devanahalli,78.29713199801915,halfyearly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,builder,9339.0,bachelors,Water Availability 24 Hours Available
24606875,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,owner,,couples,
28240000,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 2.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,agent,,onlygirls,
12500000,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","3 BHK, Villa is available for Sale in Kanakapura Road, Bangalore for 1.2 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Open,,,,,builder,,onlygirls,
32000000,"Water Front,Private jaccuzi,Outdoor Tennis Courts,Private Garage,Internet/Wi-Fi Connectivity,Visitor Parking,Mansion","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.917625589228795,Thirupalya,78.19608233720729,yearly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,builder,8862.0,onlygirls,Water Availability 24 Hours Available
32500000,Visitor Parking,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.897161442953873,Yelahanka,77.89649073030584,halfyearly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,Agent,9339.0,couples,Water Availability 24 Hours Available
55000000,"Theme based Architectures,Air Conditioned,Jogging and Strolling Track,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.5 Crore(s)",4,500000,Bangalore,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.897161442953873,Yelahanka,77.89649073030584,quarterly,1,2 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,agent,9339.0,couples,Water Availability 24 Hours Available
28500000,"Jogging and Strolling Track,Visitor Parking","4 BHK, Villa is available for Sale in Thirupalya, Bangalore for 2.8 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.98997175156182,Thirupalya,78.29713199801915,halfyearly,3,2 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,Agent,8862.0,family,Water Availability 24 Hours Available
32000000,"Water Front,Private jaccuzi,Outdoor Tennis Courts,Private Garage,Internet/Wi-Fi Connectivity,Visitor Parking,Mansion","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.98997175156182,Thirupalya,78.29713199801915,halfyearly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,contracter,8862.0,onlyboys,Water Availability 24 Hours Available
16100000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","5 BHK, Villa is available for Sale in Attibele, Bangalore for 1.6 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,agent,,onlygirls,
27295824,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,halfyearly,,1 Covered,,,,,builder,,family,
17351475,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,contracter,,couples,
